ID,comments,creator,jsonFile
ingest_SoftwareDesign,Auto-generated ingestion for SoftwareDesign,auto,ingest_SoftwareDesign.json
ingest_DATA_DICTIONARY_TERM,Auto-generated ingestion for DATA_DICTIONARY_TERM,auto,ingest_DATA_DICTIONARY_TERM.json
ingest_DevelopComponentTests,Auto-generated ingestion for DevelopComponentTests,auto,ingest_DevelopComponentTests.json
ingest_HAZARD,Auto-generated ingestion for HAZARD,auto,ingest_HAZARD.json
ingest_DataAndControlCouple,Auto-generated ingestion for DataAndControlCouple,auto,ingest_DataAndControlCouple.json
ingest_SoftwareComponentTestExecution,Auto-generated ingestion for SoftwareComponentTestExecution,auto,ingest_SoftwareComponentTestExecution.json
ingest_SoftwareRequirementsReview,Auto-generated ingestion for SoftwareRequirementsReview,auto,ingest_SoftwareRequirementsReview.json
ingest_StrOutPort,Auto-generated ingestion for StrOutPort,auto,ingest_StrOutPort.json
ingest_FILE_CREATION,Auto-generated ingestion for FILE_CREATION,auto,ingest_FILE_CREATION.json
ingest_ControlCoupleCoverageReport,Auto-generated ingestion for ControlCoupleCoverageReport,auto,ingest_ControlCoupleCoverageReport.json
ingest_BDU_CONFIDENCE_ASSESSMENT,Auto-generated ingestion for BDU_CONFIDENCE_ASSESSMENT,auto,ingest_BDU_CONFIDENCE_ASSESSMENT.json
ingest_FailureReason,Auto-generated ingestion for FailureReason,auto,ingest_FailureReason.json
ingest_SPECIFICATION,Auto-generated ingestion for SPECIFICATION,auto,ingest_SPECIFICATION.json
ingest_ASSESSING_CONFIDENCE,Auto-generated ingestion for ASSESSING_CONFIDENCE,auto,ingest_ASSESSING_CONFIDENCE.json
ingest_SoftwareCodeReviewArtifacts,Auto-generated ingestion for SoftwareCodeReviewArtifacts,auto,ingest_SoftwareCodeReviewArtifacts.json
ingest_SourceConfigurationManagement,Auto-generated ingestion for SourceConfigurationManagement,auto,ingest_SourceConfigurationManagement.json
ingest_REVIEW,Auto-generated ingestion for REVIEW,auto,ingest_REVIEW.json
ingest_Problem_Reporting,Auto-generated ingestion for Problem_Reporting,auto,ingest_Problem_Reporting.json
ingest_SoftwareComponentTest,Auto-generated ingestion for SoftwareComponentTest,auto,ingest_SoftwareComponentTest.json
ingest_SoftwareUnitTestResult,Auto-generated ingestion for SoftwareUnitTestResult,auto,ingest_SoftwareUnitTestResult.json
ingest_PACKAGE,Auto-generated ingestion for PACKAGE,auto,ingest_PACKAGE.json
ingest_REQUEST,Auto-generated ingestion for REQUEST,auto,ingest_REQUEST.json
ingest_ARGUMENT_PACKAGE,Auto-generated ingestion for ARGUMENT_PACKAGE,auto,ingest_ARGUMENT_PACKAGE.json
ingest_Change_Authorization,Auto-generated ingestion for Change_Authorization,auto,ingest_Change_Authorization.json
ingest_SoftwareThread,Auto-generated ingestion for SoftwareThread,auto,ingest_SoftwareThread.json
ingest_SoftwareDesignReviewArtifacts,Auto-generated ingestion for SoftwareDesignReviewArtifacts,auto,ingest_SoftwareDesignReviewArtifacts.json
ingest_CONFIDENCE_ASSESSMENT,Auto-generated ingestion for CONFIDENCE_ASSESSMENT,auto,ingest_CONFIDENCE_ASSESSMENT.json
ingest_TEST,Auto-generated ingestion for TEST,auto,ingest_TEST.json
ingest_TEST_RESULT,Auto-generated ingestion for TEST_RESULT,auto,ingest_TEST_RESULT.json
ingest_REQUIREMENT_DEVELOPMENT,Auto-generated ingestion for REQUIREMENT_DEVELOPMENT,auto,ingest_REQUIREMENT_DEVELOPMENT.json
ingest_ExecutableObject,Auto-generated ingestion for ExecutableObject,auto,ingest_ExecutableObject.json
ingest_FILE,Auto-generated ingestion for FILE,auto,ingest_FILE.json
ingest_ControlCouplingAnalysis,Auto-generated ingestion for ControlCouplingAnalysis,auto,ingest_ControlCouplingAnalysis.json
ingest_COMPONENT,Auto-generated ingestion for COMPONENT,auto,ingest_COMPONENT.json
ingest_SoftwareRequirementReviewArtifacts,Auto-generated ingestion for SoftwareRequirementReviewArtifacts,auto,ingest_SoftwareRequirementReviewArtifacts.json
ingest_SoftwareIntegration,Auto-generated ingestion for SoftwareIntegration,auto,ingest_SoftwareIntegration.json
ingest_PROCEDURE,Auto-generated ingestion for PROCEDURE,auto,ingest_PROCEDURE.json
ingest_FUNCTION,Auto-generated ingestion for FUNCTION,auto,ingest_FUNCTION.json
ingest_SoftwareAccomplishmentSummary,Auto-generated ingestion for SoftwareAccomplishmentSummary,auto,ingest_SoftwareAccomplishmentSummary.json
ingest_StrSystem,Auto-generated ingestion for StrSystem,auto,ingest_StrSystem.json
ingest_GenerateSoftwareReleaseDocumentation,Auto-generated ingestion for GenerateSoftwareReleaseDocumentation,auto,ingest_GenerateSoftwareReleaseDocumentation.json
ingest_RequirementConfigurationManagement,Auto-generated ingestion for RequirementConfigurationManagement,auto,ingest_RequirementConfigurationManagement.json
ingest_StrComponent,Auto-generated ingestion for StrComponent,auto,ingest_StrComponent.json
ingest_SoftwareCodeReview,Auto-generated ingestion for SoftwareCodeReview,auto,ingest_SoftwareCodeReview.json
ingest_HASH_TYPE,Auto-generated ingestion for HASH_TYPE,auto,ingest_HASH_TYPE.json
ingest_ARGUMENT_REASONING,Auto-generated ingestion for ARGUMENT_REASONING,auto,ingest_ARGUMENT_REASONING.json
ingest_DESCRIPTION,Auto-generated ingestion for DESCRIPTION,auto,ingest_DESCRIPTION.json
ingest_SYSTEM,Auto-generated ingestion for SYSTEM,auto,ingest_SYSTEM.json
ingest_TEST_STATUS,Auto-generated ingestion for TEST_STATUS,auto,ingest_TEST_STATUS.json
ingest_Engineer,Auto-generated ingestion for Engineer,auto,ingest_Engineer.json
ingest_COMPILE,Auto-generated ingestion for COMPILE,auto,ingest_COMPILE.json
ingest_CODE_DEVELOPMENT,Auto-generated ingestion for CODE_DEVELOPMENT,auto,ingest_CODE_DEVELOPMENT.json
ingest_OBJECTIVE,Auto-generated ingestion for OBJECTIVE,auto,ingest_OBJECTIVE.json
ingest_SoftwareDesignReview,Auto-generated ingestion for SoftwareDesignReview,auto,ingest_SoftwareDesignReview.json
ingest_AcertTestResult,Auto-generated ingestion for AcertTestResult,auto,ingest_AcertTestResult.json
ingest_DOCUMENT,Auto-generated ingestion for DOCUMENT,auto,ingest_DOCUMENT.json
ingest_RpmFile,Auto-generated ingestion for RpmFile,auto,ingest_RpmFile.json
ingest_FILE_HASH,Auto-generated ingestion for FILE_HASH,auto,ingest_FILE_HASH.json
ingest_TEST_EXECUTION,Auto-generated ingestion for TEST_EXECUTION,auto,ingest_TEST_EXECUTION.json
ingest_ENTITY,Auto-generated ingestion for ENTITY,auto,ingest_ENTITY.json
ingest_ANALYSIS_ANNOTATION_TYPE,Auto-generated ingestion for ANALYSIS_ANNOTATION_TYPE,auto,ingest_ANALYSIS_ANNOTATION_TYPE.json
ingest_REVIEW_STATE,Auto-generated ingestion for REVIEW_STATE,auto,ingest_REVIEW_STATE.json
ingest_ProblemReport,Auto-generated ingestion for ProblemReport,auto,ingest_ProblemReport.json
ingest_SoftwareUnitTest,Auto-generated ingestion for SoftwareUnitTest,auto,ingest_SoftwareUnitTest.json
ingest_ANALYSIS_RESULT,Auto-generated ingestion for ANALYSIS_RESULT,auto,ingest_ANALYSIS_RESULT.json
ingest_DefineSystemInterfaces,Auto-generated ingestion for DefineSystemInterfaces,auto,ingest_DefineSystemInterfaces.json
ingest_DOC_STATUS,Auto-generated ingestion for DOC_STATUS,auto,ingest_DOC_STATUS.json
ingest_OP_PROCEDURE,Auto-generated ingestion for OP_PROCEDURE,auto,ingest_OP_PROCEDURE.json
ingest_SoftwareModule,Auto-generated ingestion for SoftwareModule,auto,ingest_SoftwareModule.json
ingest_DataDictionary,Auto-generated ingestion for DataDictionary,auto,ingest_DataDictionary.json
ingest_ORGANIZATION,Auto-generated ingestion for ORGANIZATION,auto,ingest_ORGANIZATION.json
ingest_COLLECTION,Auto-generated ingestion for COLLECTION,auto,ingest_COLLECTION.json
ingest_COMPONENT_TYPE,Auto-generated ingestion for COMPONENT_TYPE,auto,ingest_COMPONENT_TYPE.json
ingest_AcertRequirement,Auto-generated ingestion for AcertRequirement,auto,ingest_AcertRequirement.json
ingest_DataCoupleCoverageReport,Auto-generated ingestion for DataCoupleCoverageReport,auto,ingest_DataCoupleCoverageReport.json
ingest_FORMAT,Auto-generated ingestion for FORMAT,auto,ingest_FORMAT.json
ingest_DataCouplingAnalysis,Auto-generated ingestion for DataCouplingAnalysis,auto,ingest_DataCouplingAnalysis.json
ingest_SoftwareUnitTestExecution,Auto-generated ingestion for SoftwareUnitTestExecution,auto,ingest_SoftwareUnitTestExecution.json
ingest_PERSON,Auto-generated ingestion for PERSON,auto,ingest_PERSON.json
ingest_REPORT,Auto-generated ingestion for REPORT,auto,ingest_REPORT.json
ingest_StructualCoverageAnalysis,Auto-generated ingestion for StructualCoverageAnalysis,auto,ingest_StructualCoverageAnalysis.json
ingest_ReviewConfigurationManagement,Auto-generated ingestion for ReviewConfigurationManagement,auto,ingest_ReviewConfigurationManagement.json
ingest_BUILD,Auto-generated ingestion for BUILD,auto,ingest_BUILD.json
ingest_StructuralCoverageReport,Auto-generated ingestion for StructuralCoverageReport,auto,ingest_StructuralCoverageReport.json
ingest_SystemRequirement,Auto-generated ingestion for SystemRequirement,auto,ingest_SystemRequirement.json
ingest_StrInPort,Auto-generated ingestion for StrInPort,auto,ingest_StrInPort.json
ingest_ObjectFile,Auto-generated ingestion for ObjectFile,auto,ingest_ObjectFile.json
ingest_ANALYSIS_OUTPUT,Auto-generated ingestion for ANALYSIS_OUTPUT,auto,ingest_ANALYSIS_OUTPUT.json
ingest_LowLevelRequirement,Auto-generated ingestion for LowLevelRequirement,auto,ingest_LowLevelRequirement.json
ingest_HAZARD_IDENTIFICATION,Auto-generated ingestion for HAZARD_IDENTIFICATION,auto,ingest_HAZARD_IDENTIFICATION.json
ingest_PLAN,Auto-generated ingestion for PLAN,auto,ingest_PLAN.json
ingest_REVIEW_LOG,Auto-generated ingestion for REVIEW_LOG,auto,ingest_REVIEW_LOG.json
ingest_SoftwareCoding,Auto-generated ingestion for SoftwareCoding,auto,ingest_SoftwareCoding.json
ingest_TOOL,Auto-generated ingestion for TOOL,auto,ingest_TOOL.json
ingest_DevelopUnitTests,Auto-generated ingestion for DevelopUnitTests,auto,ingest_DevelopUnitTests.json
ingest_ASSERTED_INFERENCE,Auto-generated ingestion for ASSERTED_INFERENCE,auto,ingest_ASSERTED_INFERENCE.json
ingest_SystemRequirementsDefinition,Auto-generated ingestion for SystemRequirementsDefinition,auto,ingest_SystemRequirementsDefinition.json
ingest_ARTIFACT_REFERENCE,Auto-generated ingestion for ARTIFACT_REFERENCE,auto,ingest_ARTIFACT_REFERENCE.json
ingest_REQUIREMENT,Auto-generated ingestion for REQUIREMENT,auto,ingest_REQUIREMENT.json
ingest_ACTIVITY,Auto-generated ingestion for ACTIVITY,auto,ingest_ACTIVITY.json
