ID,comments,creator,jsonFile
ingest_BDU_CONFIDENCE_ASSESSMENT,Auto-generated ingestion for BDU_CONFIDENCE_ASSESSMENT,auto,ingest_BDU_CONFIDENCE_ASSESSMENT.json
ingest_Assertion,Auto-generated ingestion for Assertion,auto,ingest_Assertion.json
ingest_SPECIFICATION,Auto-generated ingestion for SPECIFICATION,auto,ingest_SPECIFICATION.json
ingest_SacmElement,Auto-generated ingestion for SacmElement,auto,ingest_SacmElement.json
ingest_ASSESSING_CONFIDENCE,Auto-generated ingestion for ASSESSING_CONFIDENCE,auto,ingest_ASSESSING_CONFIDENCE.json
ingest_ArtifactElement,Auto-generated ingestion for ArtifactElement,auto,ingest_ArtifactElement.json
ingest_AssuranceCasePackage,Auto-generated ingestion for AssuranceCasePackage,auto,ingest_AssuranceCasePackage.json
ingest_TerminologyGroup,Auto-generated ingestion for TerminologyGroup,auto,ingest_TerminologyGroup.json
ingest_REVIEW,Auto-generated ingestion for REVIEW,auto,ingest_REVIEW.json
ingest_PACKAGE,Auto-generated ingestion for PACKAGE,auto,ingest_PACKAGE.json
ingest_REQUEST,Auto-generated ingestion for REQUEST,auto,ingest_REQUEST.json
ingest_CONFIDENCE_ASSESSMENT,Auto-generated ingestion for CONFIDENCE_ASSESSMENT,auto,ingest_CONFIDENCE_ASSESSMENT.json
ingest_AssertedRelationship,Auto-generated ingestion for AssertedRelationship,auto,ingest_AssertedRelationship.json
ingest_TEST,Auto-generated ingestion for TEST,auto,ingest_TEST.json
ingest_TEST_RESULT,Auto-generated ingestion for TEST_RESULT,auto,ingest_TEST_RESULT.json
ingest_REQUIREMENT_DEVELOPMENT,Auto-generated ingestion for REQUIREMENT_DEVELOPMENT,auto,ingest_REQUIREMENT_DEVELOPMENT.json
ingest_ArgumentPackage,Auto-generated ingestion for ArgumentPackage,auto,ingest_ArgumentPackage.json
ingest_Term,Auto-generated ingestion for Term,auto,ingest_Term.json
ingest_FILE,Auto-generated ingestion for FILE,auto,ingest_FILE.json
ingest_TerminologyPackage,Auto-generated ingestion for TerminologyPackage,auto,ingest_TerminologyPackage.json
ingest_TaggedValue,Auto-generated ingestion for TaggedValue,auto,ingest_TaggedValue.json
ingest_ArgumentationElement,Auto-generated ingestion for ArgumentationElement,auto,ingest_ArgumentationElement.json
ingest_PROCEDURE,Auto-generated ingestion for PROCEDURE,auto,ingest_PROCEDURE.json
ingest_ArtifactAsset,Auto-generated ingestion for ArtifactAsset,auto,ingest_ArtifactAsset.json
ingest_FUNCTION,Auto-generated ingestion for FUNCTION,auto,ingest_FUNCTION.json
ingest_ImplementationConstraint,Auto-generated ingestion for ImplementationConstraint,auto,ingest_ImplementationConstraint.json
ingest_ArgumentAsset,Auto-generated ingestion for ArgumentAsset,auto,ingest_ArgumentAsset.json
ingest_LangString,Auto-generated ingestion for LangString,auto,ingest_LangString.json
ingest_UtilityElement,Auto-generated ingestion for UtilityElement,auto,ingest_UtilityElement.json
ingest_HASH_TYPE,Auto-generated ingestion for HASH_TYPE,auto,ingest_HASH_TYPE.json
ingest_ArtifactReference,Auto-generated ingestion for ArtifactReference,auto,ingest_ArtifactReference.json
ingest_TerminologyAsset,Auto-generated ingestion for TerminologyAsset,auto,ingest_TerminologyAsset.json
ingest_SacmActivity,Auto-generated ingestion for SacmActivity,auto,ingest_SacmActivity.json
ingest_DESCRIPTION,Auto-generated ingestion for DESCRIPTION,auto,ingest_DESCRIPTION.json
ingest_SYSTEM,Auto-generated ingestion for SYSTEM,auto,ingest_SYSTEM.json
ingest_TEST_STATUS,Auto-generated ingestion for TEST_STATUS,auto,ingest_TEST_STATUS.json
ingest_COMPILE,Auto-generated ingestion for COMPILE,auto,ingest_COMPILE.json
ingest_Category,Auto-generated ingestion for Category,auto,ingest_Category.json
ingest_CODE_DEVELOPMENT,Auto-generated ingestion for CODE_DEVELOPMENT,auto,ingest_CODE_DEVELOPMENT.json
ingest_OBJECTIVE,Auto-generated ingestion for OBJECTIVE,auto,ingest_OBJECTIVE.json
ingest_DOCUMENT,Auto-generated ingestion for DOCUMENT,auto,ingest_DOCUMENT.json
ingest_AssertedContext,Auto-generated ingestion for AssertedContext,auto,ingest_AssertedContext.json
ingest_FILE_HASH,Auto-generated ingestion for FILE_HASH,auto,ingest_FILE_HASH.json
ingest_TEST_EXECUTION,Auto-generated ingestion for TEST_EXECUTION,auto,ingest_TEST_EXECUTION.json
ingest_ENTITY,Auto-generated ingestion for ENTITY,auto,ingest_ENTITY.json
ingest_ANALYSIS_ANNOTATION_TYPE,Auto-generated ingestion for ANALYSIS_ANNOTATION_TYPE,auto,ingest_ANALYSIS_ANNOTATION_TYPE.json
ingest_REVIEW_STATE,Auto-generated ingestion for REVIEW_STATE,auto,ingest_REVIEW_STATE.json
ingest_Artifact,Auto-generated ingestion for Artifact,auto,ingest_Artifact.json
ingest_Property,Auto-generated ingestion for Property,auto,ingest_Property.json
ingest_ANALYSIS_RESULT,Auto-generated ingestion for ANALYSIS_RESULT,auto,ingest_ANALYSIS_RESULT.json
ingest_Claim,Auto-generated ingestion for Claim,auto,ingest_Claim.json
ingest_MultiLangString,Auto-generated ingestion for MultiLangString,auto,ingest_MultiLangString.json
ingest_DOC_STATUS,Auto-generated ingestion for DOC_STATUS,auto,ingest_DOC_STATUS.json
ingest_OP_PROCEDURE,Auto-generated ingestion for OP_PROCEDURE,auto,ingest_OP_PROCEDURE.json
ingest_ORGANIZATION,Auto-generated ingestion for ORGANIZATION,auto,ingest_ORGANIZATION.json
ingest_ExpressionElement,Auto-generated ingestion for ExpressionElement,auto,ingest_ExpressionElement.json
ingest_COLLECTION,Auto-generated ingestion for COLLECTION,auto,ingest_COLLECTION.json
ingest_COMPONENT_TYPE,Auto-generated ingestion for COMPONENT_TYPE,auto,ingest_COMPONENT_TYPE.json
ingest_AssertedEvidence,Auto-generated ingestion for AssertedEvidence,auto,ingest_AssertedEvidence.json
ingest_FORMAT,Auto-generated ingestion for FORMAT,auto,ingest_FORMAT.json
ingest_SWCOMPONENT,Auto-generated ingestion for SWCOMPONENT,auto,ingest_SWCOMPONENT.json
ingest_PERSON,Auto-generated ingestion for PERSON,auto,ingest_PERSON.json
ingest_ModelElement,Auto-generated ingestion for ModelElement,auto,ingest_ModelElement.json
ingest_REPORT,Auto-generated ingestion for REPORT,auto,ingest_REPORT.json
ingest_BUILD,Auto-generated ingestion for BUILD,auto,ingest_BUILD.json
ingest_ExpressionLangString,Auto-generated ingestion for ExpressionLangString,auto,ingest_ExpressionLangString.json
ingest_Technique,Auto-generated ingestion for Technique,auto,ingest_Technique.json
ingest_ANALYSIS_OUTPUT,Auto-generated ingestion for ANALYSIS_OUTPUT,auto,ingest_ANALYSIS_OUTPUT.json
ingest_HAZARD_IDENTIFICATION,Auto-generated ingestion for HAZARD_IDENTIFICATION,auto,ingest_HAZARD_IDENTIFICATION.json
ingest_Note,Auto-generated ingestion for Note,auto,ingest_Note.json
ingest_PLAN,Auto-generated ingestion for PLAN,auto,ingest_PLAN.json
ingest_REVIEW_LOG,Auto-generated ingestion for REVIEW_LOG,auto,ingest_REVIEW_LOG.json
ingest_TOOL,Auto-generated ingestion for TOOL,auto,ingest_TOOL.json
ingest_Participant,Auto-generated ingestion for Participant,auto,ingest_Participant.json
ingest_REQUIREMENT,Auto-generated ingestion for REQUIREMENT,auto,ingest_REQUIREMENT.json
ingest_ACTIVITY,Auto-generated ingestion for ACTIVITY,auto,ingest_ACTIVITY.json
